Jahrgang;Alter;Groesse;Geschlecht;AlterV;AlterM;GroesseV;GroesseM;Geschwister;Farbe;AusgKomm;AnzSchuhe;AusgSchuhe;Essgewohnheiten;Raucher;NoteMathe;MatheZufr;Studiengang;Fragebogen
2016;22;184;Mann;56;58;170;168;1;blau;70;7;75;carnivor;nein;1,0;sehr zufrieden;Inf;
2016;23;181;Mann;45;55;175;165;0;schwarz;30;10;350;carnivor;nein;1,3;sehr zufrieden;Inf;
2016;23;185;Mann;56;49;175;166;0;blau;84;7;280;carnivor;nein;1,3;sehr zufrieden;Inf;
2016;24;173;Mann;53;51;169;168;4;schwarz;420;8;120;vegetarisch;ja;1,3;zufrieden;Inf;
2016;25;178;Mann;57;54;170;170;0;silber;600;8;60;carnivor;nein;1,3;sehr zufrieden;Inf;
2016;24;193;Mann;58;64;175;165;1;rot;100;3;0;carnivor;nein;1,3;geht so;Inf;
2016;20;179;Mann;52;48;190;168;2;schwarz;240;7;300;carnivor;nein;1,7;zufrieden;Inf;
2016;27;190;Mann;56;54;175;175;2;schwarz;240;7;200;carnivor;nein;1,7;zufrieden;Inf;
2016;20;170;Frau;50;49;185;170;1;weiss;930;19;150;carnivor;nein;1,7;zufrieden;Inf;
2016;19;185;Mann;53;53;183;160;1;silber;400;7;40;carnivor;nein;2,0;zufrieden;Inf;
2016;23;179;Mann;51;47;;;2;schwarz;460;5;250;carnivor;ja;2,3;zufrieden;Inf;
2016;21;185;Mann;52;51;180;165;1;blau;430;22;220;carnivor;nein;2,3;zufrieden;Inf;
2016;24;176;Mann;55;55;165;164;1;schwarz;90;6;90;carnivor;ja;2,3;sehr zufrieden;Inf;
2016;36;190;Mann;69;67;180;170;1;weiss;540;6;80;carnivor;ja;2,7;zufrieden;Inf;
2016;24;185;Mann;59;56;170;170;1;schwarz;4668;17;70;carnivor;ja;2,7;zufrieden;Inf;
2016;19;198;Mann;59;48;168;175;1;schwarz;310;6;0;pescetarisch;nein;2,7;geht so;Inf;
2016;19;169;Frau;47;46;180;160;1;silber;400;35;250;pescetarisch;nein;3,0;unzufrieden;Inf;
2016;23;173;Frau;62;56;190;162;1;schwarz;500;15;100;carnivor;nein;3,0;unzufrieden;Inf;
2016;30;160;Frau;52;49;;165;2;silber;300;60;100;carnivor;nein;3,3;geht so;Inf;
2016;21;174;Mann;58;50;165;168;1;weiss;590;4;200;carnivor;nein;3,7;unzufrieden;Inf;
2016;22;160;Frau;59;55;175;158;1;schwarz;360;20;150;pescetarisch;nein;3,7;unzufrieden;Inf;
2016;21;180;Mann;52;44;170;165;1;schwarz;300;4;100;vegan;nein;5,0;;Inf;
2016;22;166;Frau;48;48;178;167;2;schwarz;70;32;90;carnivor;nein;5,0;unzufrieden;Inf;
2016;20;186;Mann;;44;;170;2;weiss;1500;15;2500;carnivor;nein;;;Inf;
2016;21;173;Frau;55;47;182;164;2;schwarz;150;26;800;carnivor;nein;;;Inf;
2016;21;181;Mann;59;41;175;170;2;schwarz;300;7;350;carnivor;nein;;;Inf;
2016;26;184;Mann;58;55;183;178;2;schwarz;1200;7;240;carnivor;nein;;;Inf;
2016;26;176;Mann;56;55;170;165;2;schwarz;720;7;220;carnivor;nein;;;Inf;
2016;30;171;Mann;66;64;180;155;2;schwarz;360;20;200;carnivor;ja;;;Inf;
2016;28;183;Mann;53;51;178;160;4;blau;770;14;200;carnivor;nein;;;Inf;
2016;24;186;Mann;54;54;184;167;2;schwarz;360;6;190;carnivor;nein;;;Inf;
2016;20;187;Mann;51;54;181;164;1;schwarz;325;7;180;carnivor;nein;;;Inf;
2016;24;180;Mann;56;57;180;170;1;schwarz;1340;15;150;carnivor;nein;;;Inf;
2016;19;179;Mann;56;53;176;165;1;schwarz;700;6;150;carnivor;ja;;;Inf;
2016;22;185;Mann;52;51;174;168;2;schwarz;80;8;100;carnivor;ja;;;Inf;
2016;20;189;Mann;60;60;192;179;2;silber;300;6;100;pescetarisch;nein;;;Inf;
2016;21;180;Mann;51;47;175;168;1;schwarz;48;2;75;carnivor;nein;;;Inf;
2016;26;186;Mann;54;53;168;174;1;schwarz;849;5;70;carnivor;nein;;;Inf;
2016;23;178;Mann;52;50;;;3;schwarz;280;5;70;carnivor;nein;;;Inf;
2016;27;183;Mann;58;;184;162;1;schwarz;240;5;60;carnivor;nein;;;Inf;
2016;19;175;Mann;49;45;180;170;2;schwarz;440;2;60;carnivor;nein;;;Inf;
2016;20;177;Mann;51;50;165;160;1;schwarz;108;2;60;carnivor;nein;;;Inf;
2016;19;192;Mann;51;52;195;168;1;schwarz;74;3;55;carnivor;nein;;;Inf;
2016;23;178;Mann;56;49;178;176;3;schwarz;320;3;50;carnivor;nein;;;Inf;
2016;20;180;Mann;51;50;;;0;schwarz;360;8;40;carnivor;ja;;;Inf;
2016;21;174;Mann;55;53;;;1;blau;270;3;0;carnivor;nein;;;Inf;
2016;25;176;Frau;55;49;178;165;3;schwarz;130;33;600;carnivor;ja;1,0;sehr zufrieden;WI;
2016;27;184;Mann;53;52;190;180;1;schwarz;300;7;400;carnivor;nein;1,0;sehr zufrieden;WI;
2016;27;170;Mann;54;52;175;162;2;schwarz;1800;10;200;carnivor;nein;1,0;sehr zufrieden;WI;
2016;18;188;Mann;44;52;183;171;1;schwarz;800;12;150;carnivor;nein;1,0;sehr zufrieden;WI;
2016;19;179;Mann;48;48;175;170;3;schwarz;700;5;50;carnivor;nein;1,7;sehr zufrieden;WI;
2016;18;189;Mann;58;49;193;170;1;schwarz;120;15;700;carnivor;ja;2,0;sehr zufrieden;WI;
2016;21;185;Mann;64;50;182;160;1;silber;200;7;200;carnivor;ja;2,0;sehr zufrieden;WI;
2016;17;184;Mann;50;46;178;167;1;schwarz;200;8;150;carnivor;nein;2,0;zufrieden;WI;
2016;20;175;Mann;52;52;172;161;0;schwarz;1200;4;50;carnivor;nein;2,0;sehr zufrieden;WI;
2016;35;173;Mann;75;70;180;160;6;schwarz;250;25;375;carnivor;nein;2,3;zufrieden;WI;
2016;20;160;Frau;55;55;185;170;2;weiss;700;30;200;vegetarisch;nein;2,7;geht so;WI;
2016;30;156;Frau;58;58;165;160;4;rot;500;20;200;carnivor;nein;2,7;zufrieden;WI;
2016;25;182;Mann;59;54;180;165;1;schwarz;200;5;150;carnivor;ja;2,7;unzufrieden;WI;
2016;21;180;Mann;48;51;168;160;1;schwarz;400;5;80;carnivor;ja;2,7;geht so;WI;
2016;25;182;Mann;52;50;190;164;1;schwarz;760;5;30;carnivor;nein;2,7;geht so;WI;
2016;18;192;Mann;55;51;186;171;1,5;weiss;1000;13;;carnivor;ja;2,7;zufrieden;WI;
2016;18;173;Frau;49;50;198;170;1;schwarz;1000;45;600;carnivor;nein;3,0;geht so;WI;
2016;20;180;Mann;57;58;178;165;2;schwarz;1500;10;250;carnivor;ja;3,0;zufrieden;WI;
2016;21;183;Mann;69;50;175;173;0,5;weiss;300;9;180;carnivor;ja;3,3;unzufrieden;WI;
2016;23;170;Mann;57;54;170;162;2;weiss;1800;6;160;carnivor;nein;3,3;geht so;WI;
2016;22;173;Mann;65;63;176;170;3;schwarz;400;10;25;carnivor;ja;3,3;geht so;WI;
2016;29;164;Frau;55;52;175;155;1;weiss;160;50;500;pescetarisch;ja;3,7;zufrieden;WI;
2016;23;185;Mann;56;52;185;165;1;schwarz;250;15;200;carnivor;ja;3,7;sehr zufrieden;WI;
2016;20;172;Frau;58;50;189;170;1;weiss;1500;50;500;carnivor;nein;4,0;unzufrieden;WI;
2016;19;172;Frau;54;48;184;173;1;weiss;250;25;500;carnivor;ja;4,0;unzufrieden;WI;
2016;26;196;Mann;60;56;181;173;2;schwarz;2000;15;300;carnivor;nein;4,0;unzufrieden;WI;
2016;19;175;Frau;58;55;190;165;1;silber;400;35;200;pescetarisch;nein;4,0;geht so;WI;
2016;22;165;Frau;50;49;177;160;2;schwarz;200;15;200;carnivor;nein;4,0;unzufrieden;WI;
2016;31;178;Mann;61;58;168;168;4;schwarz;;6;100;carnivor;nein;4,0;unzufrieden;WI;
2016;21;185;Mann;65;64;193;165;1;weiss;200;2;60;carnivor;nein;4,0;unzufrieden;WI;
2016;28;175;Mann;56;51;176;180;2;schwarz;180;6;35;carnivor;nein;4,0;unzufrieden;WI;
2016;27;188;Mann;45;42;183;172;2;schwarz;950;16;700;carnivor;ja;5,0;zufrieden;WI;
2016;19;180;Mann;59;54;175;170;1;weiss;100;10;250;carnivor;nein;5,0;unzufrieden;WI;
2016;32;176;Mann;54;56;168;160;1;schwarz;240;8;200;pescetarisch;nein;5,0;zufrieden;WI;
2016;24;180;Mann;58;57;175;170;1;schwarz;150;8;160;carnivor;nein;5,0;unzufrieden;WI;
2016;28;166;Frau;51;52;168;174;0;schwarz;460;8;60;pescetarisch;nein;5,0;unzufrieden;WI;
2016;23;170;Frau;53;48;168;165;1;weiss;1500;30;1000;carnivor;nein;;;WI;
2016;26;172;Mann;44;49;175;148;1;blau;1850;11;600;carnivor;ja;;;WI;
2016;19;185;Mann;60;48;183;161;2;silber;950;11;500;carnivor;nein;;;WI;
2016;20;177;Mann;49;46;175;165;1;schwarz;1000;7;500;carnivor;nein;;;WI;
2016;23;178;Frau;56;51;185;170;2;silber;800;60;400;carnivor;nein;;;WI;
2016;27;172;Mann;56;56;164;150;2;schwarz;300;11;250;carnivor;ja;;;WI;
2016;24;190;Mann;55;52;180;160;2;schwarz;700;8;250;carnivor;ja;;;WI;
2016;25;186;Mann;62;58;184;172;2;schwarz;440;14;240;carnivor;nein;;;WI;
2016;26;160;Frau;52;52;178;167;5;weiss;1000;12;220;carnivor;nein;;;WI;
2016;22;182;Mann;53;52;175;170;1;rot;2500;10;200;carnivor;nein;;;WI;
2016;23;180;Mann;43;40;175;173;1;schwarz;2000;4;200;carnivor;nein;;;WI;
2016;25;182;Mann;52;50;;;1;schwarz;230;15;160;carnivor;ja;;;WI;
2016;20;168;Frau;59;58;173;155;4;silber;400;50;150;carnivor;nein;;;WI;
2016;20;160;Frau;65;58;175;170;4;schwarz;120;20;150;carnivor;nein;;;WI;
2016;24;158;Frau;49;49;185;160;3;schwarz;170;12;150;carnivor;nein;;;WI;
2016;19;162;Frau;48;42;175;163;2;schwarz;30;40;100;carnivor;nein;;;WI;
2016;21;176;Mann;49;48;175;173;2;weiss;840;8;100;carnivor;nein;;;WI;
2016;20;169;Frau;55;56;170;168;0;schwarz;560;15;60;carnivor;nein;;;WI;
2016;19;183;Mann;54;53;177;160;1;schwarz;700;4;60;carnivor;nein;;;WI;
2016;24;177;Mann;52;48;175;172;1;schwarz;400;4;50;carnivor;ja;;;WI;
2016;21;184;Mann;44;41;186;175;2;schwarz;300;3;30;carnivor;nein;;;WI;
2016;28;175;Mann;56;61;;;1;schwarz;300;4;20;carnivor;nein;;;WI;
2016;19;165;Mann;50;49;180;155;1;silber;240;4;0;carnivor;nein;;;WI;
2016;24;172;Mann;68;58;;;5;weiss;480;6;250;carnivor;ja;2,0;zufrieden;;
2016;24;191;Mann;48;50;181;175;0;schwarz;200;12;0;carnivor;nein;3,7;unzufrieden;;
2016;31;180;Mann;66;58;170;162;1;schwarz;55;7;350;carnivor;ja;;;;
2016;22;180;Mann;63;50;180;162;2;schwarz;240;3;55;carnivor;nein;;;;
2017;19;166;Frau;51;50;180;163;0;schwarz;4000;25;300;carnivor;nein;1,0;sehr zufrieden;BW;
2017;20;164;Frau;62;58;180;170;1,5;weiss;400;15;200;carnivor;nein;1,0;sehr zufrieden;BW;
2017;20;173;Frau;56;55;;161;3;weiss;20;8;100;carnivor;nein;1,3;sehr zufrieden;BW;
2017;21;172;Frau;58;56;182;168;3;silber;350;25;100;carnivor;nein;1,7;sehr zufrieden;BW;
2017;21;172;Frau;58;56;182;168;3;silber;350;25;100;carnivor;nein;1,7;sehr zufrieden;BW;
2017;20;154;Frau;64;54;170;162;1;weiss;70;15;30;carnivor;nein;1,7;sehr zufrieden;BW;
2017;20;154;Frau;64;54;170;162;1;weiss;70;15;20;carnivor;nein;1,7;sehr zufrieden;BW;
2017;26;184;Mann;54;54;186;178;4;schwarz;330;5;0;carnivor;nein;1,7;sehr zufrieden;BW;
2017;20;173;Frau;50;48;190;180;1;schwarz;500;140;700;carnivor;nein;2,0;sehr zufrieden;BW;
2017;20;169;Frau;59;50;178;168;1;weiss;84;15;80;vegetarisch;nein;2,0;sehr zufrieden;BW;
2017;25;171;Frau;63;61;180;170;2;silber;360;5;0;carnivor;ja;2,0;zufrieden;BW;
2017;22;171;Frau;52;49;175;169;2,5;weiss;320;20;350;carnivor;nein;2,3;geht so;BW;
2017;20;162;Frau;48;48;186;156;0;weiss;2300;25;300;carnivor;nein;2,3;unzufrieden;BW;
2017;18;169;Frau;51;53;186;172;2;weiss;120;40;250;carnivor;nein;2,3;zufrieden;BW;
2017;20;169;Frau;54;52;187;170;2;weiss;360;25;200;carnivor;nein;2,3;zufrieden;BW;
2017;20;165;Frau;47;49;183;160;1;schwarz;200;16;200;carnivor;nein;2,3;zufrieden;BW;
2017;22;174;Frau;60;56;180;168;2,5;weiss;300;15;200;carnivor;nein;2,3;geht so;BW;
2017;18;167;Frau;52;48;180;170;4;schwarz;320;15;150;carnivor;nein;2,7;geht so;BW;
2017;21;172;Frau;58;53;172;160;1;schwarz;330;35;120;carnivor;nein;2,7;unzufrieden;BW;
2017;20;165;Frau;63;58;187;170;1;weiss;170;14;120;carnivor;nein;2,7;unzufrieden;BW;
2017;19;185;Mann;45;45;188;165;2;gelb;500;10;100;carnivor;nein;2,7;unzufrieden;BW;
2017;25;161;Frau;50;49;;;3;blau;500;7;100;carnivor;nein;2,7;zufrieden;BW;
2017;22;170;Frau;52;51;180;174;1;weiss;940;30;600;carnivor;nein;3,0;geht so;BW;
2017;22;178;Mann;56;58;175;165;2;schwarz;500;5;150;carnivor;nein;3,0;zufrieden;BW;
2017;22;171;Frau;51;49;176;172;3,5;schwarz;200;40;100;carnivor;nein;3,0;unzufrieden;BW;
2017;19;170;Frau;63;54;186;170;3;schwarz;120;30;300;carnivor;nein;3,3;sehr zufrieden;BW;
2017;19;180;Frau;58;54;185;170;1;silber;120;30;100;carnivor;nein;3,3;geht so;BW;
2017;37;185;Frau;63;59;175;164;0;schwarz;0;8;60;carnivor;nein;3,3;zufrieden;BW;
2017;26;168;Frau;53;49;179;182;3;weiss;400;30;300;carnivor;ja;3,7;sehr zufrieden;BW;
2017;22;161;Frau;53;53;170;168;1;weiss;180;50;250;carnivor;nein;3,7;zufrieden;BW;
2017;22;168;Frau;53;51;188;168;1;schwarz;300;20;250;carnivor;nein;3,7;geht so;BW;
2017;22;174;Frau;52;50;187;168;1;schwarz;116;30;200;carnivor;nein;3,7;geht so;BW;
2017;23;191;Mann;57;54;200;175;2;schwarz;120;24;550;vegetarisch;nein;4,0;zufrieden;BW;
2017;20;173;Frau;56;48;194;175;3;weiss;640;30;300;carnivor;ja;4,0;unzufrieden;BW;
2017;20;185;Frau;46;47;184;174;1;schwarz;106;7;300;carnivor;nein;4,0;zufrieden;BW;
2017;19;185;Frau;59;48;190;180;1;weiss;240;20;200;carnivor;nein;4,0;unzufrieden;BW;
2017;19;185;Frau;59;48;190;180;1;weiss;240;20;200;carnivor;nein;4,0;unzufrieden;BW;
2017;26;176;Frau;55;52;180;172;1;gelb;780;19;200;carnivor;nein;4,0;unzufrieden;BW;
2017;21;166;Frau;59;56;182;167;1;schwarz;600;19;200;carnivor;ja;4,0;geht so;BW;
2017;21;177;Frau;59;54;185;168;1;weiss;300;10;120;carnivor;nein;4,0;unzufrieden;BW;
2017;18;175;Frau;50;45;185;161;1,5;blau;350;16;60;carnivor;nein;4,0;zufrieden;BW;
2017;22;170;Frau;46;49;185;172;1;weiss;180;15;250;carnivor;nein;4,7;unzufrieden;BW;
2017;26;170;Frau;43;45;186;170;0,5;weiss;800;80;600;carnivor;nein;5,0;unzufrieden;BW;
2017;21;176;Frau;52;52;182;165;1;silber;1400;50;600;carnivor;nein;5,0;unzufrieden;BW;
2017;23;163;Frau;67;63;178;180;0,5;schwarz;1400;45;600;carnivor;nein;5,0;unzufrieden;BW;
2017;22;170;Frau;64;55;180;171;1;schwarz;110;50;500;carnivor;nein;5,0;unzufrieden;BW;
2017;21;173;Frau;59;60;185;167;2;schwarz;300;30;250;carnivor;nein;5,0;unzufrieden;BW;
2017;28;173;Frau;55;58;165;168;1;weiss;160;15;250;carnivor;nein;5,0;unzufrieden;BW;
2017;23;175;Frau;55;49;186;170;1;weiss;400;50;200;carnivor;nein;5,0;unzufrieden;BW;
2017;22;160;Frau;44;45;176;162;2;weiss;700;30;200;carnivor;nein;5,0;unzufrieden;BW;
2017;19;168;Frau;55;50;182;170;0;silber;400;23;200;carnivor;ja;5,0;unzufrieden;BW;
2017;21;178;Frau;54;50;179;170;1;weiss;84;35;150;carnivor;nein;5,0;unzufrieden;BW;
2017;19;176;Mann;59;54;180;170;1;rot;8;10;100;carnivor;nein;5,0;unzufrieden;BW;
2017;21;159;Frau;38;40;181;165;1;schwarz;240;9;100;carnivor;ja;5,0;unzufrieden;BW;
2017;20;158;Frau;53;50;180;155;2;blau;300;20;50;carnivor;ja;5,0;unzufrieden;BW;
2017;19;163;Frau;51;42;179;164;1;schwarz;100;13;20;carnivor;nein;5,0;unzufrieden;BW;
2017;21;176;Frau;48;49;192;164;2;schwarz;840;100;700;carnivor;nein;;;BW;
2017;23;181;Mann;52;48;180;170;1;gelb;480;75;600;carnivor;nein;;;BW;
2017;22;167;Frau;45;43;185;172;1;weiss;200;50;500;carnivor;nein;;;BW;
2017;21;170;Frau;72;62;180;156;0;rot;160;14;300;pescetarisch;nein;;;BW;
2017;27;168;Frau;50;47;190;166;1;silber;320;55;250;carnivor;nein;;;BW;
2017;19;165;Frau;42;48;190;164;0,5;schwarz;300;15;250;carnivor;nein;;;BW;
2017;26;172;Mann;49;45;169;168;1;schwarz;260;5;240;carnivor;nein;;;BW;
2017;23;183;Mann;52;51;178;174;1;schwarz;720;9;220;carnivor;ja;;;BW;
2017;21;190;Mann;56;53;189;160;4,5;blau;400;7;200;pescetarisch;nein;;;BW;
2017;23;195;Mann;68;58;182;176;1;schwarz;80;6;150;carnivor;nein;;;BW;
2017;18;174;Frau;58;56;170;167;1;schwarz;650;30;120;carnivor;ja;;;BW;
2017;29;168;Frau;62;46;170;170;1,5;rot;600;10;120;carnivor;ja;;;BW;
2017;20;167;Frau;52;49;170;153;2;schwarz;200;15;100;carnivor;nein;;;BW;
2017;21;161;Frau;56;54;;;1;weiss;15;15;100;vegetarisch;nein;;;BW;
2017;20;175;Mann;49;44;175;165;1;schwarz;100;8;50;carnivor;nein;;;BW;
2017;22;188;Mann;55;56;188;172;2;schwarz;0;3;50;carnivor;nein;;;BW;
2017;22;172;Frau;50;50;190;170;1;schwarz;350;20;150;carnivor;nein;;;BW ;
2017;19;180;Mann;49;46;176;169;1;schwarz;400;6;280;carnivor;nein;1,0;sehr zufrieden;IM;
2017;19;167;Frau;57;56;175;160;1;schwarz;540;20;400;carnivor;ja;1,3;sehr zufrieden;IM;
2017;20;175;Mann;50;50;186;170;1;silber;120;3;0;carnivor;nein;1,7;sehr zufrieden;IM;
2017;19;171;Frau;54;52;178;161;2;silber;480;15;1000;carnivor;nein;2,0;zufrieden;IM;
2017;19;160;Frau;55;48;180;155;1;silber;450;20;300;carnivor;nein;2,0;sehr zufrieden;IM;
2017;19;170;Frau;55;51;180;167;3;weiss;60;15;200;vegetarisch;nein;2,0;zufrieden;IM;
2017;20;177;Mann;49;55;175;171;1;schwarz;360;15;320;carnivor;nein;2,3;sehr zufrieden;IM;
2017;19;180;Frau;51;49;189;169;1;schwarz;800;50;700;carnivor;nein;2,7;unzufrieden;IM;
2017;19;165;Frau;50;47;182;166;1;weiss;600;25;300;carnivor;nein;2,7;zufrieden;IM;
2017;22;175;Frau;49;56;194;175;1;weiss;600;60;150;carnivor;nein;2,7;zufrieden;IM;
2017;21;171;Frau;55;50;180;168;1;silber;350;20;300;carnivor;nein;3,0;zufrieden;IM;
2017;19;166;Frau;54;51;175;165;2;schwarz;1000;50;200;carnivor;nein;3,0;geht so;IM;
2017;21;174;Mann;64;59;160;170;2;schwarz;60;5;200;carnivor;nein;3,0;geht so;IM;
2017;20;180;Mann;61;51;175;167;1;schwarz;750;5;190;carnivor;nein;3,0;zufrieden;IM;
2017;18;168;Frau;54;54;178;170;1,5;silber;3,99;12;1910;carnivor;ja;3,3;unzufrieden;IM;
2017;26;189;Mann;52;49;180;168;1;schwarz;900;12;350;carnivor;ja;3,3;zufrieden;IM;
2017;21;169;Frau;52;48;180;167;2;weiss;500;50;300;carnivor;nein;3,3;zufrieden;IM;
2017;24;193;Mann;50;50;188;176;3;schwarz;700;20;300;carnivor;nein;3,3;geht so;IM;
2017;23;188;Mann;52;49;183;168;1;schwarz;130;15;300;carnivor;nein;3,3;zufrieden;IM;
2017;22;173;Frau;52;46;191;169;2;weiss;480;20;600;carnivor;nein;3,7;geht so;IM;
2017;24;162;Frau;55;54;180;156;1;schwarz;108;30;500;carnivor;nein;3,7;unzufrieden;IM;
2017;19;161;Frau;47;46;184;156;1;silber;90;21;300;carnivor;nein;3,7;zufrieden;IM;
2017;20;178;Frau;58;55;192;170;0;silber;0;20;200;carnivor;nein;3,7;unzufrieden;IM;
2017;18;178;Frau;51;51;182;180;1;silber;115;15;100;carnivor;nein;3,7;geht so;IM;
2017;24;171;Frau;54;53;188;171;0,5;weiss;1520;30;1000;carnivor;ja;4,0;geht so;IM;
2017;18;170;Frau;55;55;175;162;1;silber;800;20;500;carnivor;nein;4,0;unzufrieden;IM;
2017;18;170;Frau;55;55;175;162;1;silber;800;20;500;carnivor;nein;4,0;unzufrieden;IM;
2017;19;168;Frau;59;54;178;170;2;weiss;800;15;500;carnivor;nein;4,0;geht so;IM;
2017;19;165;Frau;65;51;177;168;1;schwarz;200;40;200;pescetarisch;nein;4,0;geht so;IM;
2017;18;170;Mann;54;52;170;165;1;schwarz;420;6;150;carnivor;nein;4,0;sehr zufrieden;IM;
2017;20;170;Mann;54;54;165;160;1;schwarz;150;10;100;carnivor;ja;4,0;zufrieden;IM;
2017;20;173;Frau;47;47;176;160;1;weiss;840;30;1500;carnivor;ja;5,0;unzufrieden;IM;
2017;19;159;Frau;47;46;179;164;2;silber;300;50;900;carnivor;nein;5,0;unzufrieden;IM;
2017;19;164;Frau;50;50;185;157;1;weiss;600;10;350;carnivor;nein;5,0;unzufrieden;IM;
2017;22;178;Mann;60;58;179;163;1;schwarz;135;10;350;carnivor;nein;5,0;unzufrieden;IM;
2017;22;175;Frau;58;57;177;165;2;schwarz;500;20;300;carnivor;nein;5,0;unzufrieden;IM;
2017;22;175;Frau;58;57;177;165;2;schwarz;500;20;300;carnivor;nein;5,0;unzufrieden;IM;
2017;20;174;Mann;62;54;175;165;1;schwarz;400;8;220;vegetarisch;nein;5,0;unzufrieden;IM;
2017;24;160;Frau;59;50;180;170;2;schwarz;200;60;200;pescetarisch;nein;5,0;unzufrieden;IM;
2017;20;174;Frau;50;48;180;173;2;silber;810;25;200;carnivor;nein;5,0;unzufrieden;IM;
2017;20;167;Frau;49;43;180;170;1;schwarz;240;15;200;carnivor;nein;5,0;unzufrieden;IM;
2017;19;178;Mann;59;58;177;165;1;schwarz;480;6;150;carnivor;nein;5,0;unzufrieden;IM;
2017;21;178;Frau;56;56;173;165;1;schwarz;1000;4;80;carnivor;nein;5,0;unzufrieden;IM;
2017;20;178;Frau;47;48;180;172;0;schwarz;1400;25;700;carnivor;nein;;;IM;
2017;22;170;Frau;48;46;179;168;2;silber;900;20;500;carnivor;ja;;;IM;
2017;20;166;Frau;65;54;168;173;2;weiss;700;40;400;pescetarisch;nein;;;IM;
2017;20;168;Frau;49;44;172;157;1;silber;150;25;400;carnivor;nein;;;IM;
2017;21;186;Mann;48;48;178;172;1;schwarz;800;5;250;carnivor;ja;;;IM;
2017;21;158;Frau;52;48;171;170;1;schwarz;240;40;200;carnivor;nein;;;IM;
2017;19;174;Frau;55;51;182;168;0;schwarz;400;10;200;carnivor;nein;;;IM;
2017;19;176;Mann;57;54;175;165;1;schwarz;400;5;200;carnivor;ja;;;IM;
2017;20;162;Frau;52;53;178;157;2;schwarz;160;10;0;carnivor;nein;;;IM;
2017;21;164;Frau;55;56;180;170;1,5;schwarz;100;10;0;vegetarisch;nein;2,7;zufrieden;IM ;
2017;20;167;Frau;55;51;182;166;0;silber;550;5;400;carnivor;nein;3,0;zufrieden;IM ;
2017;18;170;Frau;62;54;184;164;3,5;weiss;650;11;600;carnivor;nein;4,0;zufrieden;IM ;
2017;25;182;Mann;80;70;183;175;6;blau;500;5;500;carnivor;nein;1,7;zufrieden;Inf;
2017;25;182;Mann;80;70;183;175;6;blau;500;5;300;carnivor;nein;1,7;zufrieden;Inf;
2017;22;187;Mann;62;55;174;173;4;blau;150;7;0;carnivor;nein;2,0;zufrieden;Inf;
2017;22;187;Mann;62;55;174;173;4;blau;150;7;0;carnivor;nein;2,0;zufrieden;Inf;
2017;23;178;Mann;60;58;174;172;0;schwarz;140;4;0;carnivor;ja;2,3;zufrieden;Inf;
2017;23;178;Mann;60;58;174;172;0;schwarz;140;4;0;carnivor;ja;2,3;zufrieden;Inf;
2017;31;160;Frau;52;50;180;165;2;silber;300;50;500;carnivor;nein;3,0;geht so;Inf;
2017;23;156;Frau;60;54;178;154;1;weiss;274;20;300;pescetarisch;nein;3,7;zufrieden;Inf;
2017;25;191;Mann;49;51;180;175;0;schwarz;300;10;200;carnivor;nein;3,7;geht so;Inf;
2017;22;172;Frau;57;48;188;169;1;weiss;350;55;1110;carnivor;nein;1,0;sehr zufrieden;WI;
2017;26;176;Frau;57;50;182;160;3;schwarz;150;40;500;carnivor;ja;1,0;sehr zufrieden;WI;
2017;21;186;Mann;49;47;173;168;2;silber;560;8;220;carnivor;nein;1,0;sehr zufrieden;WI;
2017;21;191;Mann;53;51;181;186;2;weiss;80;9;120;carnivor;ja;1,0;sehr zufrieden;WI;
2017;21;182;Mann;52;53;175;165;1;schwarz;120;7;200;carnivor;nein;1,3;sehr zufrieden;WI;
2017;19;160;Frau;48;47;168;175;1;schwarz;540;20;150;carnivor;nein;1,3;sehr zufrieden;WI;
2017;27;175;Mann;70;64;;;1;schwarz;120;10;40;carnivor;nein;1,3;sehr zufrieden;WI;
2017;22;172;Frau;60;58;166;168;4;weiss;350;25;250;carnivor;nein;1,7;sehr zufrieden;WI;
2017;23;178;Mann;49;48;181;162;2;schwarz;180;8;200;carnivor;nein;1,7;sehr zufrieden;WI;
2017;19;179;Mann;51;46;176;169;1;schwarz;1000;3;120;carnivor;nein;1,7;sehr zufrieden;WI;
2017;22;169;Frau;49;48;175;163;2;schwarz;162;50;600;carnivor;nein;2,0;sehr zufrieden;WI;
2017;31;156;Frau;59;59;165;160;5;blau;500;50;2000;carnivor;nein;2,3;zufrieden;WI;
2017;20;189;Mann;58;59;157;170;1;silber;0;9;180;carnivor;nein;2,3;zufrieden;WI;
2017;20;188;Mann;54;54;190;164;2;schwarz;260;5;100;carnivor;nein;2,3;zufrieden;WI;
2017;20;185;Mann;60;48;183;169;2;schwarz;3000;12;300;carnivor;nein;2,7;zufrieden;WI;
2017;24;178;Frau;65;58;175;165;2;schwarz;700;80;200;carnivor;nein;2,7;geht so;WI;
2017;23;172;Mann;49;51;182;155;1;schwarz;200;7;150;carnivor;nein;2,7;unzufrieden;WI;
2017;37;170;Mann;69;64;175;172;3;schwarz;220;9;200;carnivor;ja;3,0;geht so;WI;
2017;19;183;Mann;58;55;179;173;1;schwarz;520;5;150;carnivor;nein;3,0;geht so;WI;
2017;21;173;Frau;55;54;178;165;1;schwarz;800;40;500;carnivor;ja;3,3;geht so;WI;
