Jahrgang;Alter;Groesse;Geschlecht;AlterV;AlterM;GroesseV;GroesseM;Geschwister;Farbe;AusgKomm;AnzSchuhe;AusgSchuhe;Essgewohnheiten;Raucher;NoteMathe;MatheZufr;Studiengang;Fragebogen
2015;18;178;Mann;48;44;180;160;1;silber;1000;10;300;carnivor;nein;3,7;geht so;;
2015;19;179;Mann;54;52;181;160;1;schwarz;540;4;300;carnivor;nein;3,7;geht so;;
2015;19;186;Frau;55;49;202;178;1;silber;650;20;250;carnivor;nein;3,7;unzufrieden;;
2015;24;169;Frau;56;50;185;160;1;weiss;0;30;200;pescetarisch;nein;3,7;unzufrieden;;
2015;23;180;Mann;56;50;175;170;1;schwarz;220;10;150;carnivor;nein;3,7;geht so;;
2015;26;172;Mann;59;57;170;155;2;schwarz;720;10;70;carnivor;nein;3,7;geht so;;
2015;21;180;Mann;48;47;180;160;1;blau;100;4;70;carnivor;ja;3,7;zufrieden;;
2015;21;170;Frau;42;42;183;165;1;schwarz;580;25;60;carnivor;nein;3,7;unzufrieden;;
2015;22;187;Mann;52;49;172;170;3;weiss;460;6;50;carnivor;nein;3,7;geht so;;
2015;21;183;Mann;51;49;180;160;1;schwarz;260;4;0;carnivor;nein;3,7;unzufrieden;;
2015;21;156;Frau;57;50;184;160;2;schwarz;180;50;1000;carnivor;nein;4,0;unzufrieden;;
2015;24;179;Mann;51;51;178;163;1;schwarz;600;15;1000;carnivor;nein;4,0;unzufrieden;;
2015;31;173;Frau;63;61;185;165;1;weiss;100;35;500;carnivor;nein;4,0;unzufrieden;;
2015;18;165;Frau;52;51;185;175;2;schwarz;1000;20;500;carnivor;nein;4,0;unzufrieden;;
2015;24;165;Frau;56;51;185;173;0;schwarz;300;275;300;carnivor;nein;4,0;unzufrieden;;
2015;20;167;Frau;49;47;189;158;1;weiss;395;30;300;carnivor;nein;4,0;zufrieden;;
2015;20;170;Frau;50;55;183;160;2;weiss;420;65;250;carnivor;nein;4,0;geht so;;
2015;28;155;Frau;65;56;178;151;2;weiss;200;25;250;carnivor;nein;4,0;geht so;;
2015;23;171;Frau;56;54;181;168;2;schwarz;500;20;200;carnivor;nein;4,0;geht so;;
2015;23;156;Frau;57;56;178;155;1;schwarz;246;23;170;carnivor;nein;4,0;geht so;;
2015;19;160;Frau;50;47;180;160;1;weiss;420;10;150;carnivor;nein;4,0;unzufrieden;;
2015;24;181;Mann;59;54;178;172;2;schwarz;120;10;150;vegetarisch;nein;4,0;unzufrieden;;
2015;20;177;Mann;56;51;172;165;2;schwarz;150;4;120;carnivor;nein;4,0;zufrieden;;
2015;25;178;Mann;60;63;170;160;2;blau;550;5;80;carnivor;ja;4,0;geht so;;
2015;19;167;Frau;51;49;175;169;1;weiss;420;25;70;carnivor;nein;4,0;unzufrieden;;
2015;22;160;Frau;51;49;183;162;2;schwarz;750;40;600;fruktarisch;nein;5,0;unzufrieden;;
2015;21;170;Frau;55;54;185;167;0;weiss;600;50;400;carnivor;nein;5,0;unzufrieden;;
2015;21;174;Frau;51;48;185;170;2;weiss;150;30;400;carnivor;nein;5,0;unzufrieden;;
2015;21;189;Mann;50;50;198;165;2;schwarz;180;10;400;carnivor;nein;5,0;unzufrieden;;
2015;22;157;Frau;48;41;181;167;2;silber;200;30;350;carnivor;nein;5,0;unzufrieden;;
2015;23;163;Frau;52;52;172;165;1;schwarz;15;50;300;carnivor;nein;5,0;unzufrieden;;
2015;29;161;Frau;52;51;170;164;1;schwarz;1300;50;200;carnivor;nein;5,0;unzufrieden;;
2015;21;170;Frau;57;58;176;172;1;schwarz;300;32;200;carnivor;nein;5,0;unzufrieden;;
2015;26;169;Frau;61;57;180;165;2;schwarz;600;30;200;carnivor;nein;5,0;unzufrieden;;
2015;20;164;Frau;49;49;176;165;2;weiss;200;30;200;carnivor;nein;5,0;unzufrieden;;
2015;28;163;Frau;57;56;165;159;1;weiss;30;20;200;pescetarisch;nein;5,0;unzufrieden;;
2015;22;180;Mann;57;49;175;164;1;schwarz;275;7;200;carnivor;nein;5,0;unzufrieden;;
2015;19;160;Frau;53;62;172;168;2;silber;760;15;150;carnivor;nein;5,0;unzufrieden;;
2015;22;186;Mann;52;53;184;173;0;weiss;220;12;150;carnivor;ja;5,0;unzufrieden;;
2015;22;171;Frau;63;59;186;165;3;schwarz;630;10;150;carnivor;ja;5,0;unzufrieden;;
2015;20;171;Frau;59;49;185;160;1;weiss;300;4;150;vegetarisch;nein;5,0;unzufrieden;;
2015;20;172;Frau;53;48;175;170;2;schwarz;400;35;130;carnivor;nein;5,0;unzufrieden;;
2015;24;174;Frau;57;52;183;172;1;silber;96;18;130;carnivor;nein;5,0;unzufrieden;;
2015;32;160;Frau;59;56;175;163;2;silber;500;25;100;carnivor;nein;5,0;unzufrieden;;
2015;19;172;Frau;51;50;180;170;1;schwarz;180;17;100;carnivor;nein;5,0;unzufrieden;;
2015;20;180;Frau;62;52;180;178;0;schwarz;200;15;100;carnivor;nein;5,0;unzufrieden;;
2015;18;170;Frau;52;48;193;159;0;schwarz;180;12;100;carnivor;nein;5,0;geht so;;
2015;30;179;Mann;54;52;172;172;1;silber;150;7;80;carnivor;nein;5,0;unzufrieden;;
2015;23;166;Frau;59;60;173;160;3;schwarz;650;30;60;carnivor;ja;5,0;unzufrieden;;
2015;35;185;Mann;61;57;175;164;0;weiss;15;9;0;carnivor;nein;5,0;unzufrieden;;
2015;30;180;Mann;55;52;170;170;1;blau;400;7;0;carnivor;nein;5,0;unzufrieden;;
2015;21;174;Mann;54;50;175;165;2;blau;505;9;600;carnivor;nein;;;;
2015;19;195;Mann;54;49;175;160;1;schwarz;800;6;600;carnivor;nein;;;;
2015;18;164;Frau;51;47;180;175;1;weiss;700;50;500;carnivor;nein;;;;
2015;23;172;Frau;47;46;178;169;1;silber;200;25;450;carnivor;nein;;;;
2015;21;167;Frau;50;48;185;159;1;weiss;600;40;400;carnivor;ja;;;;
2015;23;189;Mann;60;54;180;177;1;schwarz;100;30;400;carnivor;nein;;;;
2015;21;160;Frau;65;58;185;158;1;schwarz;500;20;400;vegetarisch;nein;;;;
2015;28;175;Mann;61;56;180;165;3;schwarz;480;12;350;carnivor;nein;;;;
2015;22;171;Mann;51;49;171;165;3;schwarz;120;8;320;carnivor;nein;;;;
2015;19;170;Frau;48;48;178;168;1;weiss;1000;20;300;carnivor;nein;;;;
2015;20;160;Frau;49;42;170;160;1;schwarz;590;15;300;carnivor;nein;;;;
2015;29;180;Mann;57;56;175;165;2;schwarz;240;12;300;carnivor;ja;;;;
2015;22;184;Mann;56;53;168;160;2;schwarz;480;6;300;carnivor;ja;;;;
2015;20;178;Mann;44;43;180;165;3;weiss;0;5;300;carnivor;nein;;;;
2015;20;178;Mann;50;48;174;169;2;schwarz;1570;7;290;carnivor;ja;;;;
2015;20;170;Frau;51;49;169;171;1;schwarz;200;30;250;carnivor;nein;;;;
2015;18;166;Frau;54;57;170;156;1;weiss;120;20;250;carnivor;nein;;;;
2015;29;170;Frau;55;51;172;170;1;weiss;10;15;250;pescetarisch;nein;;;;
2015;27;172;Mann;59;53;173;159;1;schwarz;345;8;210;carnivor;nein;;;;
2015;19;161;Frau;52;50;180;175;2;schwarz;280;20;200;carnivor;nein;;;;
2015;22;177;Mann;52;51;185;160;2;weiss;410;8;200;carnivor;nein;;;;
2015;23;174;Mann;60;53;172;155;1;blau;130;4;200;carnivor;ja;;;;
2015;22;165;Frau;57;50;185;170;1;weiss;300;35;180;carnivor;nein;;sehr zufrieden;;
2015;19;183;Mann;54;57;182;160;1;silber;300;7;160;carnivor;nein;;;;
2015;23;170;Frau;65;50;178;176;3;rot;420;24;150;carnivor;ja;;;;
2015;23;177;Mann;55;50;173;170;1;weiss;600;15;150;carnivor;nein;;;;
2015;24;174;Mann;53;52;175;170;1;schwarz;300;7;150;carnivor;nein;;;;
2015;24;167;Frau;67;56;169;160;2;schwarz;;7;120;vegetarisch;nein;;;;
2015;20;179;Frau;55;50;191;180;2;schwarz;240;40;100;carnivor;nein;;unzufrieden;;
2015;23;169;Frau;62;60;175;165;5;weiss;420;26;100;carnivor;nein;;;;
2015;21;158;Frau;51;50;170;168;1;weiss;350;20;100;carnivor;nein;;;;
2015;27;177;Frau;55;55;170;167;1;schwarz;900;10;90;carnivor;ja;;;;
2015;19;168;Frau;54;57;183;170;1;schwarz;180;8;90;carnivor;nein;;;;
2015;18;160;Frau;55;50;175;162;1;weiss;450;50;80;carnivor;nein;;;;
2015;19;173;Frau;49;47;185;174;1;weiss;500;40;80;carnivor;nein;;;;
2015;26;171;Frau;55;53;178;169;1;silber;120;20;50;carnivor;nein;;;;
2015;20;176;Frau;57;54;183;160;3;weiss;150;15;50;carnivor;nein;;unzufrieden;;
2015;22;162;Frau;45;43;175;165;1;silber;10;5;50;carnivor;nein;;unzufrieden;;
2015;19;177;Mann;59;54;172;170;1;schwarz;220;3;50;carnivor;nein;;;;
2016;21;172;Frau;59;53;189;159;1;silber;600;18;380;carnivor;nein;1,3;sehr zufrieden;BW;
2016;20;192;Mann;55;55;183;175;1;schwarz;600;8;100;carnivor;nein;1,7;zufrieden;BW;
2016;20;173;Frau;57;50;185;172;1;weiss;620;20;350;carnivor;nein;2,0;sehr zufrieden;BW;
2016;18;166;Frau;51;49;187;165;0;schwarz;420;28;180;carnivor;nein;2,0;sehr zufrieden;BW;
2016;21;182;Mann;54;48;182;170;2;schwarz;820;18;150;carnivor;nein;2,0;geht so;BW;
2016;21;183;Mann;51;48;175;168;0;silber;96;8;100;carnivor;nein;2,0;sehr zufrieden;BW;
2016;22;165;Frau;56;52;177;163;1;schwarz;200;50;1000;carnivor;nein;2,3;unzufrieden;BW;
2016;25;151;Frau;55;59;187;158;2;weiss;120;90;600;carnivor;nein;2,3;sehr zufrieden;BW;
2016;22;164;Frau;50;48;174;172;2;silber;540;45;500;carnivor;nein;2,3;zufrieden;BW;
2016;22;158;Frau;53;51;172;165;1;weiss;750;20;100;pescetarisch;nein;2,3;zufrieden;BW;
2016;19;169;Frau;54;50;185;162;4;weiss;1000;40;800;carnivor;nein;2,5;geht so;BW;
2016;19;168;Frau;46;42;190;166;1;schwarz;1300;40;700;carnivor;nein;2,7;zufrieden;BW;
2016;21;185;Mann;50;48;188;170;1;silber;800;25;600;carnivor;nein;2,7;zufrieden;BW;
2016;21;179;Mann;55;54;183;164;4;weiss;450;9;500;carnivor;nein;2,7;geht so;BW;
2016;22;180;Mann;60;50;168;168;2;schwarz;300;12;300;carnivor;nein;2,7;zufrieden;BW;
2016;19;186;Mann;48;48;185;173;1;schwarz;300;12;300;carnivor;ja;2,7;zufrieden;BW;
2016;21;178;Frau;44;44;180;170;2;schwarz;500;30;250;carnivor;nein;2,7;zufrieden;BW;
2016;19;161;Frau;46;47;163;162;0;schwarz;80;70;200;pescetarisch;ja;2,7;geht so;BW;
2016;20;160;Frau;57;56;178;160;2;silber;90;30;200;pescetarisch;nein;2,7;geht so;BW;
2016;23;170;Frau;49;48;178;173;1;weiss;120;25;200;pescetarisch;nein;2,7;geht so;BW;
2016;21;188;Mann;56;55;182;175;0;schwarz;1500;4;200;carnivor;nein;2,7;sehr zufrieden;BW;
2016;19;165;Frau;49;48;180;165;0;weiss;600;20;100;carnivor;ja;2,7;zufrieden;BW;
2016;19;190;Mann;54;53;177;170;2;schwarz;500;20;800;carnivor;nein;3,0;geht so;BW;
2016;18;173;Frau;48;48;185;173;1;schwarz;700;40;700;carnivor;nein;3,0;zufrieden;BW;
2016;21;164;Frau;52;48;173;165;2;schwarz;480;50;500;carnivor;ja;3,0;geht so;BW;
2016;20;165;Frau;55;45;175;171;1;weiss;400;30;350;carnivor;nein;3,0;unzufrieden;BW;
2016;19;169;Frau;55;53;180;175;2;weiss;420;30;300;vegetarisch;nein;3,0;zufrieden;BW;
2016;21;180;Mann;58;57;172;170;1;schwarz;1200;17;300;carnivor;ja;3,0;geht so;BW;
2016;19;179;Frau;66;54;;160;2;silber;260;16;300;carnivor;nein;3,0;geht so;BW;
2016;20;165;Frau;52;52;180;175;1;schwarz;720;30;280;carnivor;nein;3,0;geht so;BW;
2016;23;161;Frau;61;56;184;165;1;schwarz;360;30;200;carnivor;nein;3,0;geht so;BW;
2016;20;175;Frau;57;56;170;178;2;schwarz;250;8;100;carnivor;nein;3,0;unzufrieden;BW;
2016;28;182;Mann;53;54;175;170;2;silber;800;16;90;carnivor;nein;3,0;zufrieden;BW;
2016;25;176;Mann;67;63;172;168;2;weiss;280;14;80;carnivor;ja;3,0;zufrieden;BW;
2016;19;168;Frau;51;49;179;172;1;schwarz;15;7;0;carnivor;nein;3,0;geht so;BW;
2016;22;170;Frau;58;56;180;170;2;schwarz;800;40;500;carnivor;ja;3,3;geht so;BW;
2016;25;174;Mann;55;55;170;160;1;silber;430;16;500;carnivor;nein;3,3;zufrieden;BW;
2016;20;168;Frau;52;49;190;165;2;weiss;450;20;400;carnivor;nein;3,3;zufrieden;BW;
2016;19;164;Frau;56;55;183;159;0;weiss;1100;35;300;carnivor;nein;3,3;geht so;BW;
2016;18;173;Frau;49;50;182;163;0;schwarz;470;30;300;carnivor;nein;3,3;geht so;BW;
2016;19;169;Frau;60;50;172;170;3;schwarz;122;30;250;carnivor;nein;3,3;geht so;BW;
2016;20;172;Frau;49;48;180;165;1;weiss;120;20;250;carnivor;nein;3,3;unzufrieden;BW;
2016;19;166;Frau;55;52;178;160;2;schwarz;450;25;230;carnivor;nein;3,3;geht so;BW;
2016;22;161;Frau;54;53;178;175;1;weiss;210;30;220;carnivor;nein;3,3;geht so;BW;
2016;21;182;Mann;55;50;180;168;1;schwarz;320;9;220;carnivor;ja;3,3;geht so;BW;
2016;19;172;Frau;44;48;190;168;1;blau;800;40;150;carnivor;nein;3,3;geht so;BW;
2016;23;180;Mann;53;49;180;170;1;blau;1200;10;100;carnivor;nein;3,3;unzufrieden;BW;
2016;20;188;Mann;49;52;190;170;2;schwarz;800;7;25;carnivor;nein;3,3;unzufrieden;BW;
2016;21;164;Frau;58;51;174;160;0;weiss;40;30;400;carnivor;nein;3,5;geht so;BW;
2016;20;165;Frau;50;48;180;174;2;weiss;550;40;40;carnivor;ja;3,6;geht so;BW;
2016;25;180;Mann;87;57;170;165;4,5;schwarz;600;15;1200;carnivor;nein;3,7;zufrieden;BW;
2016;21;173;Mann;70;45;172;155;2;silber;225;12;600;carnivor;nein;3,7;geht so;BW;
2016;20;188;Mann;52;53;182;163;0;silber;450;11;400;carnivor;nein;3,7;geht so;BW;
2016;19;192;Mann;53;52;190;170;2;schwarz;160;9;400;carnivor;ja;3,7;unzufrieden;BW;
2016;22;193;Mann;45;44;185;182;1;schwarz;200;15;350;carnivor;nein;3,7;sehr zufrieden;BW;
2016;21;171;Frau;49;50;184;165;4;weiss;1000;45;200;carnivor;ja;3,7;geht so;BW;
2016;22;177;Mann;63;60;170;160;0;schwarz;407;15;200;carnivor;ja;3,7;geht so;BW;
2016;21;162;Frau;49;47;182;163;2;schwarz;120;20;100;carnivor;nein;3,7;geht so;BW;
2016;18;175;Mann;57;52;178;165;1;weiss;550;7;80;carnivor;nein;3,7;geht so;BW;
2016;23;181;Mann;65;52;165;160;1;weiss;600;5;50;carnivor;nein;3,7;geht so;BW;
2016;27;160;Frau;64;59;168;160;4;schwarz;216;5;0;carnivor;nein;3,7;zufrieden;BW;
2016;20;170;Frau;52;55;185;170;1;schwarz;300;20;800;carnivor;nein;4,0;unzufrieden;BW;
2016;19;175;Frau;51;58;186;176;3;weiss;500;12;400;carnivor;ja;4,0;zufrieden;BW;
2016;18;168;Frau;48;46;185;175;2;silber;500;20;300;carnivor;nein;4,0;geht so;BW;
2016;20;186;Mann;54;55;184;160;1;schwarz;85;15;300;carnivor;nein;4,0;zufrieden;BW;
2016;23;175;Mann;55;54;170;155;2;silber;250;6;120;carnivor;nein;4,0;geht so;BW;
2016;19;176;Mann;47;43;183;158;2;weiss;50;6;100;carnivor;nein;4,0;geht so;BW;
2016;23;170;Frau;65;63;180;168;2;weiss;240;40;900;carnivor;nein;5,0;;BW;
2016;22;185;Mann;49;46;182;172;1;schwarz;600;12;650;carnivor;nein;5,0;unzufrieden;BW;
2016;23;181;Mann;56;56;178;171;1;schwarz;400;23;500;carnivor;nein;5,0;geht so;BW;
2016;22;158;Frau;52;48;173;163;3,5;weiss;500;40;400;carnivor;nein;5,0;unzufrieden;BW;
2016;21;171;Frau;54;51;188;160;1;silber;300;40;400;carnivor;nein;5,0;unzufrieden;BW;
2016;34;165;Frau;62;59;178;162;1;weiss;530;20;390;carnivor;nein;5,0;unzufrieden;BW;
2016;19;169;Frau;60;55;185;170;1;silber;89;7;305;carnivor;nein;5,0;unzufrieden;BW;
2016;24;180;Frau;58;52;185;164;0;schwarz;1400;35;300;carnivor;nein;5,0;unzufrieden;BW;
2016;24;165;Frau;61;54;180;156;3;weiss;1500;20;250;carnivor;ja;5,0;unzufrieden;BW;
2016;24;173;Mann;56;54;171;165;1;schwarz;65;12;150;carnivor;nein;5,0;geht so;BW;
2016;25;173;Mann;53;61;182;165;0;schwarz;430;10;150;carnivor;nein;5,0;unzufrieden;BW;
2016;24;190;Mann;50;49;180;175;1;schwarz;120;18;100;carnivor;nein;5,0;unzufrieden;BW;
2016;26;175;Mann;50;46;175;166;2;schwarz;350;11;100;carnivor;ja;5,0;unzufrieden;BW;
2016;18;158;Frau;48;46;170;155;1;weiss;300;6;60;vegetarisch;nein;5,0;unzufrieden;BW;
2016;26;180;Frau;53;51;185;180;0;rot;410;30;50;carnivor;nein;5,0;unzufrieden;BW;
2016;19;164;Frau;47;46;175;172;1;silber;780;30;700;carnivor;nein;;;BW;
2016;21;167;Frau;45;42;181;170;2;weiss;500;45;500;carnivor;nein;;;BW;
2016;26;167;Frau;55;52;183;163;3;schwarz;700;35;500;vegetarisch;nein;;;BW;
2016;19;160;Frau;52;54;170;160;1;rot;730;40;400;carnivor;ja;;;BW;
2016;23;154;Frau;50;42;175;158;2;silber;150;40;400;carnivor;nein;;;BW;
2016;19;169;Frau;49;46;175;170;2;schwarz;920;50;300;carnivor;nein;;;BW;
2016;31;185;Mann;56;54;172;175;0;schwarz;180;30;300;carnivor;nein;;;BW;
2016;23;182;Mann;57;53;180;170;1;schwarz;680;25;300;carnivor;nein;;;BW;
2016;27;161;Frau;63;58;178;165;2;silber;0;15;300;carnivor;nein;;;BW;
2016;19;170;Mann;55;50;168;160;2;schwarz;250;20;250;carnivor;nein;;;BW;
2016;22;182;Mann;56;55;185;171;2;schwarz;380;9;250;carnivor;nein;;;BW;
2016;21;172;Frau;49;41;178;170;1;blau;600;8;250;pescetarisch;nein;;;BW;
2016;27;165;Frau;62;54;177;160;2;weiss;120;7;230;carnivor;ja;;geht so;BW;
2016;23;169;Frau;56;56;183;165;0;weiss;500;43;200;carnivor;nein;;;BW;
2016;19;169;Frau;50;44;183;165;2;weiss;420;25;200;carnivor;nein;;;BW;
2016;20;178;Mann;53;50;178;162;1;schwarz;900;10;200;carnivor;nein;;;BW;
2016;19;166;Frau;49;51;182;167;1;silber;1500;18;195;carnivor;nein;;;BW;
2016;23;175;Frau;53;49;182;165;2;weiss;420;70;150;carnivor;nein;;;BW;
2016;24;168;Frau;44;43;182;184;2;schwarz;230;17;100;pescetarisch;ja;;;BW;
2016;27;168;Frau;51;45;168;170;1,5;gelb;680;15;80;carnivor;ja;;;BW;
2016;23;189;Mann;57;54;194;173;1;schwarz;1100;11;80;carnivor;ja;;;BW;
2016;19;172;Frau;49;48;185;159;2;silber;55;11;80;carnivor;nein;;;BW;
2016;24;187;Mann;58;52;172;180;1;schwarz;240;3;80;carnivor;nein;;;BW;
2016;22;176;Frau;51;48;170;168;3;weiss;400;16;20;carnivor;nein;;;BW;
2016;23;178;Mann;65;62;;;1;schwarz;70;16;0;carnivor;nein;;;BW;
2016;22;185;Mann;45;43;178;170;1;schwarz;35;8;100;carnivor;nein;4,0;unzufrieden;ET;
2016;19;165;Frau;52;48;182;162;0;weiss;150;40;400;carnivor;nein;1,0;sehr zufrieden;IM;
2016;19;175;Frau;59;58;172;168;2;weiss;250;25;250;carnivor;nein;1,0;sehr zufrieden;IM;
2016;19;165;Frau;42;40;182;165;1;schwarz;1400;20;200;carnivor;nein;1,0;sehr zufrieden;IM;
2016;20;180;Frau;60;58;195;165;0;schwarz;150;30;200;carnivor;nein;1,3;sehr zufrieden;IM;
2016;19;188;Mann;62;53;180;172;1;schwarz;110;6;50;carnivor;nein;1,7;geht so;IM;
2016;21;170;Frau;50;49;165;165;1;weiss;400;30;200;pescetarisch;nein;2,0;sehr zufrieden;IM;
2016;21;175;Frau;62;57;198;163;1;silber;240;35;300;carnivor;ja;2,3;geht so;IM;
2016;18;186;Mann;55;52;180;170;1;schwarz;240;15;200;carnivor;nein;2,3;sehr zufrieden;IM;
2016;25;186;Mann;57;54;175;169;1,5;silber;130;9;155;carnivor;ja;2,3;sehr zufrieden;IM;
2016;25;170;Frau;59;54;180;160;3;weiss;170;25;150;carnivor;nein;2,3;zufrieden;IM;
2016;24;182;Mann;50;49;179;170;2;silber;750;7;100;carnivor;nein;2,3;sehr zufrieden;IM;
2016;18;183;Mann;57;50;183;170;3;silber;65;10;70;carnivor;nein;2,3;zufrieden;IM;
2016;23;180;Mann;54;49;180;170;2;weiss;600;15;500;carnivor;nein;2,7;unzufrieden;IM;
2016;21;168;Frau;49;46;185;160;3;weiss;2500;50;400;pescetarisch;nein;2,7;geht so;IM;
2016;20;173;Mann;54;51;180;163;1;schwarz;600;12;350;carnivor;nein;2,7;zufrieden;IM;
2016;21;190;Mann;60;57;180;176;0;schwarz;1000;10;300;carnivor;nein;2,7;geht so;IM;
2016;22;179;Mann;49;48;183;170;1;schwarz;250;7;250;carnivor;ja;2,7;geht so;IM;
2016;20;160;Frau;48;47;180;168;1;schwarz;500;25;200;carnivor;nein;2,7;unzufrieden;IM;
2016;21;150;Frau;50;46;162;148;0;weiss;400;20;200;carnivor;nein;2,7;geht so;IM;
2016;19;180;Mann;56;50;180;178;2;weiss;200;10;200;carnivor;nein;2,7;unzufrieden;IM;
2016;26;168;Frau;62;57;167;174;2;blau;300;40;130;carnivor;nein;2,7;zufrieden;IM;
2016;19;172;Frau;53;51;182;165;1;weiss;430;10;100;carnivor;nein;2,7;geht so;IM;
2016;19;166;Frau;54;49;180;158;3;weiss;100;30;500;carnivor;nein;3,0;unzufrieden;IM;
2016;19;167;Frau;57;55;175;165;1;silber;150;15;400;carnivor;nein;3,0;geht so;IM;
2016;22;176;Frau;52;52;189;167;1;schwarz;200;35;350;vegetarisch;nein;3,0;geht so;IM;
2016;20;173;Frau;49;47;183;170;1;schwarz;630;25;300;carnivor;nein;3,0;geht so;IM;
2016;21;177;Frau;54;51;190;168;3;schwarz;210;7;300;carnivor;nein;3,0;zufrieden;IM;
2016;23;177;Mann;46;44;174;160;3;weiss;30;10;200;carnivor;nein;3,0;geht so;IM;
2016;21;163;Frau;75;50;185;168;2;weiss;270;30;150;carnivor;nein;3,0;geht so;IM;
2016;18;182;Mann;44;40;180;175;1;schwarz;400;12;120;carnivor;ja;3,0;geht so;IM;
2016;21;168;Frau;72;60;183;160;3;schwarz;400;25;300;carnivor;nein;3,3;zufrieden;IM;
2016;19;178;Mann;51;50;184;174;1;schwarz;700;10;300;carnivor;nein;3,3;zufrieden;IM;
2016;20;169;Frau;46;46;178;165;1;weiss;770;20;250;pescetarisch;nein;3,3;geht so;IM;
2016;19;165;Frau;48;49;180;163;0;schwarz;170;60;200;carnivor;nein;3,3;geht so;IM;
2016;20;164;Frau;61;54;181;162;1;weiss;200;25;100;carnivor;nein;3,3;geht so;IM;
2016;21;168;Frau;49;47;180;159;0;silber;600;20;100;carnivor;nein;3,3;geht so;IM;
2016;19;155;Mann;50;49;165;146;0;schwarz;400;10;100;carnivor;nein;3,3;geht so;IM;
2016;24;188;Mann;56;54;182;175;2;schwarz;500;8;100;carnivor;nein;3,3;zufrieden;IM;
2016;19;168;Frau;52;50;190;172;0;weiss;1800;50;400;pescetarisch;nein;3,7;unzufrieden;IM;
2016;20;175;Mann;54;57;171;164;4;silber;200;12;300;carnivor;nein;3,7;geht so;IM;
2016;21;164;Frau;49;47;180;158;2;schwarz;130;40;200;vegan;nein;3,7;unzufrieden;IM;
2016;34;171;Mann;61;59;171;165;1;silber;600;10;120;carnivor;ja;3,7;unzufrieden;IM;
2016;19;165;Frau;54;54;171;168;2;weiss;500;15;1500;carnivor;nein;4,0;geht so;IM;
2016;20;165;Frau;55;56;172;175;2;silber;450;30;500;carnivor;nein;4,0;geht so;IM;
2016;20;170;Frau;58;56;180;170;1;schwarz;600;30;450;carnivor;nein;4,0;unzufrieden;IM;
2016;26;195;Mann;62;60;204;178;2;schwarz;280;13;350;carnivor;ja;4,0;zufrieden;IM;
2016;22;190;Mann;49;52;182;172;2;schwarz;30;6;250;carnivor;nein;4,0;geht so;IM;
2016;24;167;Frau;54;52;190;160;1;weiss;240;40;200;carnivor;nein;4,0;geht so;IM;
2016;19;176;Frau;51;47;180;170;2;weiss;80;25;120;vegetarisch;nein;4,0;unzufrieden;IM;
2016;19;178;Mann;54;51;175;168;1;schwarz;370;8;100;carnivor;nein;4,0;unzufrieden;IM;
2016;20;165;Frau;44;44;183;166;0,5;weiss;980;20;50;pescetarisch;nein;4,0;geht so;IM;
2016;26;164;Frau;49;47;172;163;1,5;silber;250;80;650;pescetarisch;nein;5,0;unzufrieden;IM;
2016;22;170;Frau;58;52;177;165;0;weiss;300;40;400;carnivor;nein;5,0;unzufrieden;IM;
2016;20;184;Mann;46;50;178;169;1;schwarz;370;14;400;carnivor;nein;5,0;unzufrieden;IM;
2016;24;157;Frau;51;50;175;164;3;schwarz;400;30;250;carnivor;nein;5,0;unzufrieden;IM;
2016;19;174;Frau;59;54;180;170;1;weiss;1200;15;200;carnivor;nein;5,0;unzufrieden;IM;
2016;20;170;Mann;50;50;170;167;1;schwarz;550;10;140;carnivor;nein;5,0;unzufrieden;IM;
2016;24;172;Frau;53;53;178;168;0;weiss;460;40;40;carnivor;ja;5,0;unzufrieden;IM;
2016;29;165;Frau;68;68;170;160;3;weiss;660;250;2100;carnivor;nein;;;IM;
2016;29;156;Frau;65;61;169;155;2;schwarz;0;50;800;carnivor;nein;;;IM;
2016;32;177;Frau;63;59;170;164;1;silber;550;27;700;carnivor;nein;;;IM;
2016;20;178;Mann;43;43;177;164;2;schwarz;600;9;610;carnivor;ja;;;IM;
2016;28;160;Frau;58;56;182;158;1;schwarz;1000;40;600;carnivor;nein;;;IM;
2016;27;175;Frau;53;55;175;164;1;silber;860;25;400;carnivor;nein;;;IM;
2016;28;165;Frau;56;56;179;162;2;weiss;1200;40;300;carnivor;nein;;;IM;
2016;23;168;Frau;49;51;170;168;1;weiss;2000;25;300;carnivor;nein;;;IM;
2016;28;160;Frau;57;50;170;155;2;schwarz;800;20;300;carnivor;nein;;;IM;
2016;24;170;Mann;57;55;182;164;2;schwarz;450;15;300;carnivor;ja;;;IM;
2016;22;193;Mann;49;47;190;170;1;schwarz;250;11;200;carnivor;nein;;;IM;
2016;29;154;Frau;51;47;175;154;3;silber;250;20;150;carnivor;ja;;;IM;
2016;22;168;Frau;50;50;185;160;2;silber;250;10;150;carnivor;nein;;;IM;
2016;22;163;Frau;49;50;180;157;1;schwarz;370;6;100;carnivor;nein;;;IM;
2016;26;173;Mann;55;53;170;165;2;schwarz;480;6;40;carnivor;ja;;;IM;
2016;21;179;Mann;55;52;177;170;2;silber;300;3;0;carnivor;nein;;;IM;
2016;26;183;Mann;57;56;181;165;1;schwarz;800;6;150;carnivor;nein;1,0;sehr zufrieden;Inf;
2016;19;161;Frau;61;60;170;162;4;silber;170;20;100;vegetarisch;nein;1,0;sehr zufrieden;Inf;
